Date,Time,Subject,Phase,Recording,Alarms,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,EIP,EEP,Tr,TB,TP,Tbody,Tc,RH,Rinx,BFCF
2025-12-30,09:49:26.010000,Measuring antidote.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:26.010000,Create measurement 'antidote'. Duration: 00:01:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:26.538000,2d,Toxicity,Original,,303.3011779785156,0.2193011343479156,66.51428985595703,2.7274930477142334,2.178736448287964,0.3217313587665558,11.153897285461426,3.9601597785949703,4.865358352661133,0.0797122046351432,0.1181109547615051,0.4253131151199341,3.925641059875488,43.59375762939453,0.0375118777155876,11.403019905090332,10.508138656616213,37.0,25.0,30.0,87.5,
2025-12-30,09:49:26.538000,Site Acknowledgement Changed: False,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:28.538000,2d,Toxicity,Original,,113.72603607177734,0.638434886932373,72.6066665649414,4.743288516998291,2.7310094833374023,0.0641503408551216,11.153897285461426,3.912217378616333,6.68984317779541,0.278169572353363,0.2494141012430191,0.3558557331562042,137.86685180664062,174.1461639404297,0.0673220083117485,,2.5794992446899414,37.0,25.0,30.0,80.0,
2025-12-30,09:49:28.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:28.538000,FinePointe Series WBP [SN 139781]  Site 1 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:34.538000,2d,Toxicity,Original,,244.94790649414065,6.08923864364624,1491.546142578125,0.9164620637893676,0.7434374690055847,0.5844525098800659,11.153897285461426,57.8538818359375,86.21560668945312,0.1628219038248062,0.082128144800663,7.621613502502441,5.319156169891357,0.0,0.0460374355316162,9.834009170532228,17.520526885986328,37.0,25.0,30.0,83.33333587646484,
2025-12-30,09:49:34.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:34.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:49:34.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:10.538000,2d,Toxicity,Original,,148.1949920654297,0.4460125863552093,46.36263275146485,1.1968718767166138,1.0504140853881836,0.4716972112655639,11.153897285461426,2.6816744804382324,2.740995168685913,0.2172183692455291,0.274598479270935,0.1659646034240722,6.259298324584961,74.77926635742188,0.1326392143964767,12.02687644958496,15.678771018981934,37.0,25.0,30.0,83.33333587646484,
2025-12-30,09:50:10.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:18.538000,2d,Toxicity,Original,,28.06365394592285,6.267069816589356,175.8768768310547,1.878591537475586,2.0391383171081543,0.0671783685684204,11.153897285461426,20.315038681030277,13.165631294250488,0.798279881477356,1.339716911315918,0.2905547022819519,12.978798866271973,1145.955810546875,0.4617839753627777,9.285383224487305,29.22622299194336,37.0,25.0,30.0,87.5,
2025-12-30,09:50:18.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:22.538000,2d,Toxicity,Original,,192.2206115722656,0.2765862047672272,53.16556930541992,0.3641250431537628,0.5982235074043274,0.2308064401149749,11.153897285461426,3.482106685638428,2.124162197113037,0.1215054169297218,0.190635934472084,0.0988977923989296,5.478578090667725,8.548419952392578,0.1205150261521339,6.717779159545898,7.089537143707275,37.0,25.0,30.0,83.33333587646484,
2025-12-30,09:50:22.538000,Measuring T30.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:22.538000,Create measurement 'T30'. Duration: 00:29:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:30.538000,2d,Toxicity,Original,,183.42901611328125,0.20795339345932,38.14468765258789,0.3748351633548736,0.6890019774436951,0.1935622990131378,11.153897285461426,2.677288055419922,1.4235368967056274,0.1204501837491989,0.206651821732521,0.0589487440884113,4.655340194702148,0.0,0.1231426447629928,3.451486110687256,7.0046706199646,37.0,25.0,30.0,83.33333587646484,
2025-12-30,09:50:30.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:30.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:42.538000,2d,Toxicity,Original,,186.880126953125,0.254660815000534,47.591041564941406,0.4922934472560882,0.5936000943183899,0.6928146481513977,11.153897285461426,2.4622576236724854,2.1857798099517822,0.2027036547660827,0.11835777759552,0.1655106246471405,11.105627059936523,0.0,0.0775026455521583,25.783531188964844,11.041465759277344,37.0,25.0,30.0,94.11764526367188,
2025-12-30,09:50:48.538000,2d,Toxicity,Original,,32.74070358276367,3.7877542972564697,124.01374053955078,0.5741286277770996,1.0296796560287476,0.6230835914611816,11.153897285461426,14.67767333984375,8.685820579528809,0.4427196085453033,1.3898617029190063,0.7710651159286499,22.537322998046875,0.0,0.6964970231056213,1.8887583017349243,16.10218048095703,37.0,25.0,30.0,80.0,
2025-12-30,09:50:48.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:50:54.538000,2d,Toxicity,Original,,24.104999542236328,4.520747661590576,108.9726104736328,1.0746139287948608,1.881976127624512,0.8038917779922485,11.153897285461426,15.265604972839355,6.006641387939453,0.6804091334342957,1.8087011575698853,0.1556596308946609,91.99727630615234,0.0,0.6483401656150818,0.5542553067207336,46.64078140258789,37.0,25.0,30.0,80.0,
2025-12-30,09:50:56.538000,2d,Toxicity,Original,,44.99642181396485,3.2466697692871094,146.08853149414062,0.3920733630657196,0.6154685020446777,0.7868562340736389,11.153897285461426,12.655996322631836,7.2615065574646,0.4844913482666015,0.8489479422569275,0.6243812441825867,14.468921661376951,0.0,0.5375526547431946,11.767943382263184,39.21485137939453,37.0,25.0,30.0,50.0,
2025-12-30,09:50:58.538000,2d,Toxicity,Original,,46.29902648925781,2.9992709159851074,138.8633270263672,0.4997664988040924,0.7535209059715271,0.6039711833000183,11.153897285461426,11.797724723815918,6.721864700317383,0.4713808596134186,0.8245427012443542,0.4524297416210174,214.3271026611328,0.0,0.4814859628677368,12.618415832519531,45.487083435058594,37.0,25.0,30.0,75.0,
2025-12-30,09:50:58.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-30,09:51:02.538000,2d,Toxicity,Original,,18.82022476196289,4.055301666259766,76.32169342041016,4.138104438781738,5.416750907897949,0.1476176977157592,11.153897285461426,15.3864107131958,5.35824728012085,0.6409395933151245,2.5471198558807373,0.1651382744312286,143.14834594726562,1839.475341796875,0.4030841886997223,3.276503562927246,27.200063705444336,37.0,25.0,30.0,80.0,
2025-12-30,09:51:08.538000,2d,Toxicity,Original,,43.66883850097656,3.5613937377929688,155.5219268798828,0.4800274074077606,0.7854592800140381,0.439833402633667,11.153897285461426,13.529105186462402,7.186539173126221,0.4918252229690552,0.8821521997451782,0.4125649929046631,23.42448616027832,0.0,0.5104963183403015,7.827723026275635,11.91159439086914,37.0,25.0,30.0,87.5,
2025-12-30,09:51:10.538000,2d,Toxicity,Original,,37.356407165527344,2.157113075256348,80.58199310302734,1.383965015411377,1.545000076293945,0.1938136667013168,11.153897285461426,8.170907020568848,4.988544940948486,0.687742292881012,0.9184079170227052,0.3157942295074463,103.9712371826172,680.2525024414062,0.3687838315963745,,15.88005542755127,37.0,25.0,30.0,66.66666412353516,
2025-12-30,09:51:10.538000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
