Date,Time,Subject,Phase,Recording,Alarms,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,EIP,EEP,Tr,TB,TP,Tbody,Tc,RH,Rinx,BFCF
2025-12-17,12:19:44.190000,Measuring antidote.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:19:44.190000,Create measurement 'antidote'. Duration: 00:01:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:19:44.190000,Site Acknowledgement Changed: False,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:19:44.190000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:19:44.190000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:16.037000,5c,Toxicity,Original,,176.3097381591797,0.1037669107317924,18.295116424560547,2.726349115371704,2.9670567512512207,0.2697124779224396,11.153897285461426,1.6642489433288574,1.4878486394882202,0.1030204743146896,0.2372897118330001,0.1295618265867233,6.000236034393311,148.83187866210938,0.0602021142840385,6.489400863647461,49.46869659423828,37.0,25.0,30.0,97.29729461669922,
2025-12-17,12:20:18.037000,5c,Toxicity,Original,,430.64990234375,0.3541956543922424,152.53433227539062,0.932302474975586,0.988605260848999,0.4495201706886291,11.153897285461426,6.888085842132568,6.712367534637451,0.081484854221344,0.0578394494950771,0.5996178388595581,4.258423328399658,0.0,0.0295796189457178,9.536951065063477,21.393129348754883,37.0,25.0,30.0,90.90908813476562,
2025-12-17,12:20:22.037000,5c,Toxicity,Original,,287.4151306152344,0.2333573400974273,61.55363464355469,1.6752400398254397,1.8614249229431152,0.3260837495326996,11.153897285461426,4.925894260406494,5.220947265625,0.0837574824690818,0.145721286535263,0.4432283043861389,7.798901081085205,37.71060180664063,0.0591899082064628,16.290584564208984,35.19751739501953,37.0,25.0,30.0,85.71428680419922,
2025-12-17,12:20:24.037000,5c,Toxicity,Original,,339.7748107910156,0.2335832118988037,75.30912780761719,0.8447975516319275,1.0549299716949463,0.469135582447052,11.153897285461426,5.105881214141846,4.252505302429199,0.0908889696002006,0.1032387614250183,0.3723130822181701,14.31194305419922,21.691091537475582,0.0508667156100273,21.591670989990234,23.809757232666016,37.0,25.0,30.0,62.5,
2025-12-17,12:20:24.037000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:30.037000,5c,Toxicity,Original,,369.7942504882813,3.852667570114136,1424.6943359375,0.6632484197616577,0.4097657799720764,0.6698991060256958,11.153897285461426,93.47203063964844,153.8509979248047,0.0786577090620994,0.0835946798324585,13.715113639831545,11.94424819946289,0.0,0.0602652989327907,31.395160675048828,8.576401710510254,37.0,25.0,30.0,95.65217590332033,
2025-12-17,12:20:30.037000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:46.037000,5c,Toxicity,Original,,322.19140625,0.1413050442934036,45.52727127075195,0.3901916444301605,0.6601917743682861,0.6884486079216003,11.153897285461426,2.097271203994751,1.1726353168487549,0.11069256067276,0.0755321457982063,0.0975771620869636,4.083272933959961,0.0,0.0465454347431659,12.788424491882324,13.933225631713867,37.0,25.0,30.0,90.0,
2025-12-17,12:20:46.037000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:46.037000,Measuring T30.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:46.037000,Create measurement 'T30'. Duration: 00:29:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,12:20:54.037000,5c,Toxicity,Original,,90.2787628173828,0.5087639689445496,45.93058013916016,0.3674527108669281,0.5173335671424866,0.866835355758667,11.153897285461426,2.6846909523010254,1.86348569393158,0.3162144124507904,0.3483937382698059,0.1088456213474273,6.906067848205566,0.0,0.2333924919366836,,,37.0,25.0,30.0,92.85713958740234,
