Date,Time,Subject,Phase,Recording,Alarms,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,EIP,EEP,Tr,TB,TP,Tbody,Tc,RH,Rinx,BFCF
2025-12-17,11:07:49.518000,Measuring antidote.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,Create measurement 'antidote'. Duration: 00:01:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,Site Acknowledgement Changed: False,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 10499C]  Site 1 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 10499C]  Site 1 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:07:49.518000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:14.940000,6b,Toxicity,Original,,208.40228271484372,0.1283657401800155,26.7517147064209,6.936519622802734,6.903777599334717,0.1152977347373962,11.153897285461426,4.043171405792236,3.774889230728149,0.0624015927314758,0.2255031168460846,0.337196409702301,3.6134307384490967,171.57728576660156,0.02870006673038,6.227086544036865,,37.0,25.0,30.0,90.90908813476562,
2025-12-17,11:08:14.940000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:14.940000,FinePointe Series WBP [SN 10499C]  Site 1 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:18.940000,6b,Toxicity,Original,,330.0654296875,0.1862952709197998,61.489627838134766,0.4697628021240234,0.3060777485370636,0.6054747104644775,11.153897285461426,4.615255355834961,7.004002571105957,0.0694735720753669,0.112308569252491,0.3584877252578735,11.56953239440918,0.0,0.0871504321694374,37.97088241577149,10.867737770080566,37.0,25.0,30.0,94.7368392944336,
2025-12-17,11:08:20.940000,6b,Toxicity,Original,,391.183837890625,0.107710525393486,42.37774658203125,0.7887285947799683,0.7252084612846375,0.5413572788238525,11.153897285461426,3.26840877532959,3.558627128601074,0.0721954405307769,0.08561422675848,0.3170624375343323,4.714836120605469,0.0,0.0505856052041053,20.42303276062012,20.104145050048828,37.0,25.0,30.0,80.0,
2025-12-17,11:08:22.940000,6b,Toxicity,Original,,340.9577941894531,0.1252355873584747,42.53050231933594,0.7280040979385376,0.8656024932861328,0.420855164527893,11.153897285461426,3.090099334716797,2.65922212600708,0.071117877960205,0.1049367114901542,0.1741891503334045,3.5979866981506348,0.0,0.0570063665509223,12.60330295562744,16.999467849731445,37.0,25.0,30.0,80.0,
2025-12-17,11:08:22.940000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,6b,Toxicity,Original,,408.3345642089844,0.1103413701057434,44.89863967895508,0.5868876576423645,0.5174157619476318,0.7126417756080627,11.153897285461426,2.794487476348877,2.711146831512451,0.0738966464996337,0.0788476914167404,0.1931461542844772,4.145667552947998,0.0,0.0552296303212642,9.049480438232422,9.264037132263184,37.0,25.0,30.0,40.0,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 2 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,Measuring T30.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,Create measurement 'T30'. Duration: 00:29:00,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:24.940000,FinePointe Series WBP [SN 139781]  Site 4 Bias Flow is out of range.,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,11:08:54.940000,6b,Toxicity,Original,,62.43913650512695,0.9202272891998292,57.45820236206055,2.070692539215088,2.3226077556610107,0.1933466345071792,11.153897285461426,5.307462215423584,3.6158058643341056,0.3299446702003479,0.6309911012649536,0.3029876351356506,9.109604835510254,135.04579162597656,0.1939014196395874,6.090030193328857,18.885448455810547,37.0,25.0,30.0,93.33333587646484,
