Group,Subject_Number,Subject,Timepoint,Elapsed_Minutes,Source_Sheet,Date,Time,Phase,Recording,Alarms,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,EIP,EEP,Tr,TB,TP,Tbody,Tc,RH,Rinx,BFCF
a,7,7a,4.8,4.785316666666668,7a_WBPth,2025-12-17,09:56:02.729000,Toxicity,Original,,65.26166534423828,2.311615228652954,150.6390380859375,1.143907904624939,1.1911664009094238,0.3187317252159118,11.153897285461426,10.543926239013672,7.497180938720703,0.457807719707489,0.4661400914192199,0.5849567651748657,7.521763801574707,0.0,0.2202562987804412,5.327636241912842,26.49991226196289,37.0,25.0,30.0,0.0,
a,9,9a,4.8,4.787866666666667,9a_WBPth,2025-12-17,10:00:32.329000,Toxicity,Original,,42.48049545288086,1.602566123008728,68.07780456542969,1.1093862056732178,1.4064770936965942,0.4334763884544372,11.153897285461426,6.659936904907227,4.789280414581299,0.5034821629524231,0.9089307188987732,0.3582870960235595,16.375558853149414,139.56651306152344,0.3920099437236786,9.021100044250488,18.30701446533203,37.0,25.0,30.0,0.0,
a,2,2a,5.5,5.5057,2a_WBPth,2025-12-17,09:28:20.996000,Toxicity,Original,,101.0260238647461,2.554579496383667,257.8311767578125,0.5952500700950623,0.6473768949508667,0.7379125952720642,11.153897285461426,13.110651016235352,13.131643295288086,0.3103992342948913,0.2837646305561065,0.9533185958862304,8.330733299255371,0.0,0.1773237884044647,11.789977073669434,9.126273155212402,37.0,25.0,30.0,0.0,
a,3,3a,5.5,5.513850000000001,3a_WBPth,2025-12-17,09:33:36.817000,Toxicity,Original,,92.24725341796876,2.9845128059387207,275.37481689453125,0.7308233380317688,0.8900686502456665,0.532654345035553,11.153897285461426,15.028234481811523,10.864584922790527,0.3024353981018066,0.3483456075191498,0.9183003306388856,6.183723449707031,0.0,0.1883254051208496,6.019998073577881,15.801275253295898,37.0,25.0,30.0,0.0,
a,4,4a,5.5,5.51025,4a_WBPth,2025-12-17,09:46:17.018000,Toxicity,Original,,75.70352935791016,2.709566116333008,205.1631317138672,0.8263162970542908,0.911029577255249,0.5705691576004028,11.153897285461426,11.673333168029783,10.544230461120604,0.4253202974796295,0.377081423997879,0.8739876747131348,12.681865692138672,0.0,0.2067805826663971,13.556492805480955,17.970359802246094,37.0,25.0,30.0,0.0,
a,5,5a,5.5,5.489683333333333,5a_WBPth,2025-12-17,09:42:57.275000,Toxicity,Original,,80.77400207519531,2.496389389038086,201.58673095703125,0.7220543622970581,0.7828220129013062,0.387404054403305,11.153897285461426,10.813177108764648,9.525032043457031,0.4071530103683471,0.336045354604721,0.6699178814888,10.394948959350586,0.0,0.2109296023845672,12.344626426696776,10.982381820678713,37.0,25.0,30.0,0.0,
a,6,6a,5.5,5.4846,6a_WBPth,2025-12-17,09:49:26.135000,Toxicity,Original,,79.85638427734375,2.473928928375244,197.1669769287109,0.724801778793335,0.6247585415840149,0.5974096655845642,11.153897285461426,9.783965110778809,11.926995277404783,0.3962087631225586,0.3587649464607239,1.0210809707641602,19.562559127807617,0.0,0.2400584518909454,15.40769100189209,14.240630149841309,37.0,25.0,30.0,0.0,
a,7,7a,5.5,5.485316666666667,7a_WBPth,2025-12-17,09:56:44.729000,Toxicity,Original,,77.07555389404297,2.2076756954193115,170.16880798339844,0.7923476696014404,0.8740796446800232,0.5559805631637573,11.153897285461426,10.220088005065918,8.355104446411133,0.3888624012470245,0.3895950019359588,0.6875426173210144,9.179535865783691,0.0,0.2156742513179779,7.57817792892456,18.823617935180664,37.0,25.0,30.0,0.0,
a,9,9a,5.5,5.487866666666666,9a_WBPth,2025-12-17,10:01:14.329000,Toxicity,Original,,51.40879440307617,1.3676375150680542,70.30859375,2.4067583084106445,1.4644427299499512,0.177855759859085,11.153897285461426,5.199210166931152,5.434589862823486,0.5711269378662109,0.5959885716438293,0.2052529007196426,9.762981414794922,0.0,0.2500333189964294,0.11210548132658,7.541715621948242,37.0,25.0,30.0,0.0,
a,2,2a,7.5,7.5057,2a_WBPth,2025-12-17,09:30:20.996000,Toxicity,Original,,100.1229248046875,2.633028507232666,264.2601928710937,0.4382978677749634,0.5605349540710449,0.7063241600990295,11.153897285461426,14.472274780273438,12.66144561767578,0.2803819477558136,0.3253529965877533,1.059627652168274,17.061485290527344,0.0,0.2185595631599426,13.616229057312012,9.04318904876709,37.0,25.0,30.0,0.0,
a,3,3a,7.5,7.513850000000001,3a_WBPth,2025-12-17,09:35:36.817000,Toxicity,Original,,99.67495727539062,2.5048484802246094,249.6505279541016,0.7359030246734619,0.8583955764770508,0.4167247414588928,11.153897285461426,12.823246955871582,10.120600700378418,0.2954419255256653,0.3066486120223999,0.8786957263946533,6.614211082458496,0.0,0.1693006008863449,8.093505859375,15.251134872436523,37.0,25.0,30.0,0.0,
a,4,4a,7.5,7.51025,4a_WBPth,2025-12-17,09:48:17.018000,Toxicity,Original,,89.49468231201172,2.534789800643921,227.11851501464844,0.8289008140563965,0.8376741409301758,0.434198647737503,11.153897285461426,10.67937469482422,11.27591609954834,0.3642991781234741,0.3066193163394928,0.9792446494102478,8.997817993164062,0.0,0.1743716299533844,11.15520477294922,16.63840675354004,37.0,25.0,30.0,0.0,
a,5,5a,7.5,7.489683333333333,5a_WBPth,2025-12-17,09:44:57.275000,Toxicity,Original,,83.312744140625,2.2341830730438232,185.9900054931641,0.6668514013290405,0.7543728351593018,0.41351318359375,11.153897285461426,9.141401290893556,8.150483131408691,0.3714516460895538,0.3489874601364136,0.6748096346855164,17.354598999023438,0.0,0.2102608233690261,12.664706230163574,9.84663200378418,37.0,25.0,30.0,0.0,
a,6,6a,7.5,7.4846,6a_WBPth,2025-12-17,09:51:26.135000,Toxicity,Original,,148.06288146972656,1.7892972230911257,222.99542236328125,0.6094262599945068,0.7174707651138306,0.5379419326782227,11.153897285461426,14.635069847106934,11.699750900268556,0.2221759110689163,0.2642364799976349,0.895940899848938,12.71937084197998,0.0,0.1599788069725036,12.248441696166992,14.008087158203123,37.0,25.0,30.0,33.33333206176758,
a,7,7a,7.5,7.485316666666667,7a_WBPth,2025-12-17,09:58:44.729000,Toxicity,Original,,79.50080108642578,2.081548929214477,165.37889099121094,0.6502379775047302,0.8111162185668945,0.4790669977664947,11.153897285461426,9.223336219787598,6.985902786254883,0.389139324426651,0.3671017587184906,0.5764651298522949,12.114362716674805,0.0,0.2125988751649856,12.263275146484377,15.998614311218262,37.0,25.0,30.0,0.0,
